Area,Perimeter,Major Axis Length,Minor Axis Length,Eccentricity,Convex Area,Extent,Class
14482,486.16,201.81,92.55,0.89,14825,0.64,1
12886,455.52,189.86,87.5,0.89,13080,0.59,1
11718,449.34,189.14,80.12,0.91,12133,0.63,1
13790,479.3,198.9,90.14,0.89,14190,0.59,1
14379,494.3,205.53,90.4,0.9,14768,0.58,1
11931,445.1,187.92,82.14,0.9,12174,0.65,1
12732,465.49,192.45,85.18,0.9,13105,0.57,1
12044,449.17,188.36,82.49,0.9,12342,0.57,1
14256,492.93,209.8,87.69,0.91,14730,0.7,1
14283,482.7,202.37,90.61,0.89,14595,0.64,1
11852,446.08,192.05,79.1,0.91,12029,0.72,1
13204,473.82,203.77,83.11,0.91,13430,0.59,1
13615,468.06,192.83,91.15,0.88,13855,0.58,1
13309,460.92,191.46,88.95,0.89,13540,0.65,1
12736,447.87,182.77,89.68,0.87,12964,0.75,1
14184,479.23,197.46,92.08,0.88,14537,0.6,1
14792,499.2,206.16,92.68,0.89,15326,0.69,1
10937,424.59,177.17,79.76,0.89,11103,0.6,1
14011,493.88,212.63,85.03,0.92,14336,0.63,1
13487,477.25,205.05,84.28,0.91,13772,0.74,1
13115,461.04,195.02,86.78,0.9,13381,0.74,1
14518,491.22,203.76,92.34,0.89,14877,0.74,1
10610,410.51,171.16,79.35,0.89,10769,0.83,1
13173,467.48,194.68,87.36,0.89,13443,0.57,1
14232,492.55,205.03,89.56,0.9,14620,0.72,1
12888,467.2,199.16,83.29,0.91,13222,0.73,1
14300,504.38,212.6,87.49,0.91,14772,0.54,1
13446,476.04,200.05,86.59,0.9,13814,0.6,1
14250,486.12,201.22,91.94,0.89,14636,0.59,1
13634,491.18,209.13,83.73,0.92,14075,0.79,1
15752,519.89,216.7,94.22,0.9,16426,0.6,1
14892,503.34,209.62,91.8,0.9,15338,0.66,1
13636,482.05,202.4,86.88,0.9,13982,0.58,1
13548,479.75,203.27,85.6,0.91,13850,0.55,1
13655,477.63,203.96,86.22,0.91,13857,0.74,1
14974,498.63,210.92,90.9,0.9,15212,0.64,1
14695,506.92,214.11,88.91,0.91,15086,0.55,1
15080,512.95,211.93,92.14,0.9,15533,0.57,1
15977,516.21,216.76,94.93,0.9,16401,0.63,1
13380,469.18,190.81,91.01,0.88,13747,0.62,1
12006,463.38,198.97,77.82,0.92,12344,0.54,1
14275,485.79,206.46,88.93,0.9,14469,0.55,1
15469,514.91,221.02,89.77,0.91,15860,0.54,1
13436,467.96,195.02,89.15,0.89,13798,0.8,1
13147,468.92,199.23,84.48,0.91,13431,0.68,1
13912,480.84,206.91,86.26,0.91,14107,0.81,1
15153,514.4,218.09,90.05,0.91,15628,0.68,1
11965,455.82,196.16,78.43,0.92,12247,0.66,1
10727,425.9,178.71,77.53,0.9,10960,0.56,1
13636,481.26,203.93,86.18,0.91,13888,0.55,1
13650,475.24,199.33,87.97,0.9,13859,0.57,1
14284,499.92,213.17,86.93,0.91,14678,0.7,1
13654,477.93,199.38,87.68,0.9,13914,0.58,1
14828,494.29,202.1,95.03,0.88,15197,0.59,1
13787,474.34,194.69,91.08,0.88,14075,0.62,1
12744,467.92,200.61,81.71,0.91,13047,0.71,1
15149,509.14,214.01,91.28,0.9,15516,0.71,1
13728,488.1,208.97,84.64,0.91,14052,0.56,1
12386,467.85,201.9,79.31,0.92,12679,0.79,1
14753,494.85,212.1,89.37,0.91,15051,0.82,1
12924,474.42,203.02,81.82,0.92,13150,0.54,1
14761,499.51,210.8,90.56,0.9,15197,0.66,1
13513,473.1,196.28,89.52,0.89,13867,0.75,1
15868,519.53,219.18,93.27,0.9,16281,0.57,1
14755,510.14,218.7,86.81,0.92,15025,0.53,1
11141,431.92,181.24,79.12,0.9,11372,0.79,1
14814,503.15,217.26,88.18,0.91,15110,0.55,1
12153,451.21,187.77,83.65,0.9,12497,0.71,1
14026,494.6,212.81,84.92,0.92,14267,0.55,1
14269,501.04,214.67,85.64,0.92,14733,0.7,1
11999,465.66,194.78,80.44,0.91,12364,0.54,1
13932,495.53,213.35,84.32,0.92,14297,0.55,1
11733,436.26,182.89,82.63,0.89,11955,0.69,1
14321,490.42,204.28,90.68,0.9,14622,0.57,1
13637,482.51,205.2,85.42,0.91,13952,0.56,1
13803,492.02,207.05,87.18,0.91,14174,0.57,1
13533,469.53,192.4,91.23,0.88,13954,0.62,1
12892,482.63,204.6,82.35,0.92,13376,0.65,1
14960,496.93,209.66,91.69,0.9,15198,0.76,1
16603,513.52,213.52,99.96,0.88,16922,0.61,1
15676,509.22,212.91,94.76,0.9,16009,0.57,1
14136,488.97,203.39,89.79,0.9,14475,0.59,1
12758,456.64,190.37,86.16,0.89,13177,0.7,1
16608,516.09,207.67,103.35,0.87,17111,0.7,1
12318,448.69,187.7,84.14,0.89,12579,0.58,1
11068,419.93,174.13,81.81,0.88,11242,0.6,1
14235,505.85,214.16,87.48,0.91,14687,0.68,1
13117,460.57,192.4,87.63,0.89,13575,0.78,1
13562,474.22,194.61,90.67,0.88,13871,0.71,1
14897,509.63,219.67,87.5,0.92,15330,0.71,1
13662,466.75,191.41,91.92,0.88,13875,0.59,1
11694,432.98,181.48,82.97,0.89,11893,0.76,1
15151,496.19,207.93,93.96,0.89,15547,0.76,1
12597,451.54,189.61,85.23,0.89,12858,0.68,1
13923,488.71,209.74,85.72,0.91,14165,0.53,1
15323,487.87,192.23,102.96,0.84,15769,0.71,1
14390,497.92,216.38,85.2,0.92,14586,0.54,1
14952,488.63,203,94.55,0.88,15187,0.62,1
14419,491.67,203.91,91.04,0.89,14906,0.63,1
12556,474.02,207.95,77.71,0.93,12832,0.56,1
14658,486.18,201.89,93.21,0.89,14892,0.65,1
12907,466.24,194.47,85.91,0.9,13268,0.64,1
14838,500.16,211.98,90.95,0.9,15165,0.79,1
15681,507.7,207.02,97.76,0.88,16088,0.69,1
14734,507.28,217.82,86.66,0.92,15039,0.68,1
15607,505.9,208.01,96.89,0.88,16030,0.72,1
15292,510.48,219.66,89.13,0.91,15511,0.54,1
11577,431.16,178.84,83.41,0.88,11810,0.76,1
13174,480.58,203.51,83.42,0.91,13606,0.55,1
14305,491.16,207.87,88.61,0.9,14633,0.58,1
14547,491.04,206.66,90.18,0.9,14780,0.59,1
11794,430.38,178.45,84.79,0.88,12056,0.75,1
12004,449.04,186.65,83.41,0.89,12417,0.76,1
15285,495.84,206.33,94.79,0.89,15517,0.67,1
14385,496.98,214.27,86.03,0.92,14604,0.78,1
14034,491.73,205.51,88.35,0.9,14448,0.56,1
13399,490.56,209.37,82.77,0.92,13654,0.52,1
14960,510.73,218.37,88.06,0.92,15235,0.58,1
13811,485.69,209.27,85.2,0.91,14083,0.69,1
17564,527.12,221.6,101.66,0.89,17808,0.77,1
14680,495.44,206.75,91.3,0.9,15091,0.61,1
14180,485.17,204.11,89.36,0.9,14471,0.62,1
13387,464.64,192.4,90.31,0.88,13746,0.75,1
15611,506.55,215.2,93.39,0.9,15806,0.73,1
12426,451.09,185.19,87.46,0.88,12779,0.62,1
14196,499.23,210.18,87.1,0.91,14509,0.62,1
12609,475.36,202.75,81.27,0.92,13210,0.71,1
14750,484.15,201.25,94.86,0.88,14967,0.78,1
15290,500.19,204.15,96.69,0.88,15605,0.79,1
15879,517.93,216.65,94.66,0.9,16484,0.69,1
14330,493.18,209.77,87.9,0.91,14701,0.62,1
14155,480.52,200.55,91.06,0.89,14462,0.72,1
13939,484.39,207.03,86.22,0.91,14233,0.64,1
12488,469.83,200.74,80.05,0.92,12932,0.74,1
13447,455.65,183.96,94.46,0.86,13867,0.63,0
13233,459.86,192.59,88.35,0.89,13436,0.59,0
12538,452.66,188.81,86.11,0.89,12846,0.68,0
11881,439.18,183.89,83.35,0.89,12097,0.58,0
11750,428.38,178.55,84.7,0.88,11869,0.61,0
13700,455.63,185.96,94.57,0.86,13893,0.61,0
12121,439.84,183.47,84.76,0.89,12389,0.65,0
12148,434.31,177.48,88.52,0.87,12437,0.76,0
12675,456.57,186.81,88.42,0.88,13098,0.61,0
12432,453.04,190.54,84.25,0.9,12728,0.77,0
10982,421.41,177.8,78.94,0.9,11167,0.59,0
11672,430.64,177.95,84.68,0.88,11849,0.6,0
12546,442.07,184.26,87.3,0.88,12744,0.68,0
12357,452.98,189.58,84.29,0.9,12666,0.65,0
11455,405.62,159.57,92.33,0.82,11639,0.78,0
13054,478.45,203.22,83.08,0.91,13329,0.8,0
12233,425.18,170.95,92.01,0.84,12388,0.64,0
13518,451.16,185.56,93.3,0.86,13741,0.78,0
11605,429.23,175.01,85.5,0.87,11933,0.61,0
13010,463.42,194.77,86.12,0.9,13349,0.78,0
12293,442.05,180.37,88.52,0.87,12607,0.6,0
11903,433.71,180.91,84.36,0.88,12104,0.69,0
11136,427.11,175.65,81.92,0.88,11474,0.57,0
10681,421.26,178.37,77.96,0.9,10929,0.56,0
13333,467.02,196.8,87.27,0.9,13589,0.69,0
11438,433.92,178.35,83.55,0.88,11767,0.74,0
11480,419.11,170.62,86.63,0.86,11674,0.79,0
12725,441.68,170.23,97.74,0.82,13081,0.64,0
11715,439.7,183.22,82.48,0.89,11948,0.6,0
12659,453.77,188.04,86.71,0.89,12887,0.66,0
11201,423.28,175.04,83.44,0.88,11386,0.59,0
11382,418.34,169.88,86.66,0.86,11575,0.62,0
12388,440.45,175.24,92.23,0.85,12753,0.61,0
13078,452.99,183.98,91.69,0.87,13385,0.73,0
10774,401.74,164.32,83.72,0.86,10944,0.66,0
12408,454.39,191.9,83.03,0.9,12664,0.58,0
12345,440.2,180.39,88.16,0.87,12591,0.73,0
10286,401.79,159.07,83.6,0.85,10524,0.77,0
12340,466.74,196.69,80.84,0.91,12774,0.74,0
14723,490.71,205.42,92.5,0.89,15013,0.57,0
11042,411.62,168.36,84.19,0.87,11217,0.79,0
13335,474.38,197.84,87.58,0.9,13702,0.67,0
12274,441.85,179.85,87.76,0.87,12587,0.62,0
11358,430.79,177.46,82.12,0.89,11546,0.75,0
12289,444.55,186.35,84.86,0.89,12448,0.77,0
12900,461.84,195.35,84.57,0.9,13160,0.59,0
12288,437.82,179.19,88.1,0.87,12498,0.8,0
12466,439.18,177.42,90.02,0.86,12707,0.61,0
11380,423.61,172.17,85.66,0.87,11620,0.67,0
12016,443.22,189.28,81.12,0.9,12186,0.75,0
9431,383.96,159.66,75.8,0.88,9556,0.78,0
11413,421.95,171.33,86,0.86,11688,0.7,0
11108,416.83,166.34,86.46,0.85,11420,0.68,0
12994,453.94,192.17,86.56,0.89,13152,0.81,0
10862,412.43,167.39,83.53,0.87,11050,0.67,0
11883,429.13,171.33,89.82,0.85,12179,0.76,0
12673,441.71,177.03,92.59,0.85,12950,0.62,0
12921,449.49,181.03,92.02,0.86,13209,0.62,0
10685,416.72,173.28,79.71,0.89,10871,0.71,0
10267,424.95,182.41,72.54,0.92,10455,0.55,0
12042,441.81,182.18,85.04,0.88,12302,0.64,0
11465,410.52,160.71,92.14,0.82,11706,0.76,0
11592,428.43,177.62,83.74,0.88,11764,0.75,0
12110,448.84,191.8,80.65,0.91,12313,0.62,0
11077,417.32,175.96,80.58,0.89,11246,0.67,0
11539,434.34,178.93,83.04,0.89,11788,0.71,0
12526,439.22,178.22,90.4,0.86,12819,0.67,0
9967,400.22,167.24,76.96,0.89,10128,0.66,0
11395,421.96,169.75,86.97,0.86,11586,0.62,0
11022,417.26,168.61,84.68,0.86,11259,0.61,0
12495,451.32,182.64,88.68,0.87,12902,0.59,0
11545,431.12,174.74,85.66,0.87,11911,0.65,0
13021,455.98,185.1,91.06,0.87,13380,0.7,0
11267,421.87,170.36,86.01,0.86,11576,0.74,0
11329,414.62,168.91,86.12,0.86,11540,0.78,0
12743,435.82,176.11,92.48,0.85,12897,0.63,0
11739,434.63,179.15,84.46,0.88,12032,0.78,0
11489,432.21,182.36,81.07,0.9,11683,0.8,0
12059,431.65,171.67,90.92,0.85,12359,0.7,0
11316,418.55,170.69,85.69,0.86,11497,0.61,0
9776,403.68,170.88,73.11,0.9,9969,0.64,0
11319,414.01,164.78,88.51,0.84,11563,0.75,0
10561,405.74,168.94,80.09,0.88,10709,0.6,0
10640,411.88,169.39,81.03,0.88,10901,0.66,0
10030,414.38,181.6,70.76,0.92,10152,0.77,0
9746,382.74,154.1,81.2,0.85,9935,0.67,0
11990,416.75,166.58,91.98,0.83,12145,0.66,0
11941,434.8,174.23,89.47,0.86,12249,0.75,0
13002,458.32,187.4,89.59,0.88,13319,0.68,0
10387,400.58,164.76,81.02,0.87,10536,0.81,0
11462,432.11,180.28,81.89,0.89,11725,0.7,0
11955,454.09,196.84,78.12,0.92,12127,0.56,0
12571,453.34,188.7,86.55,0.89,12847,0.79,0
9760,399.58,167.37,75.54,0.89,10012,0.61,0
12912,459.74,188.73,88.96,0.88,13205,0.69,0
12358,447.17,183.46,87.74,0.88,12586,0.58,0
12556,437.91,180.21,89.38,0.87,12735,0.72,0
10335,416.85,178.8,74.71,0.91,10504,0.71,0
12387,444.23,178.1,90.58,0.86,12753,0.64,0
11674,425.07,175.76,85.51,0.87,11865,0.64,0
12243,449.68,182.03,87.13,0.88,12744,0.78,0
11928,427.08,175.04,87.82,0.87,12121,0.63,0
12994,457.19,187.33,89.41,0.88,13335,0.76,0
11310,424.22,173.27,84.48,0.87,11629,0.71,0
10151,420.9,182,72.1,0.92,10407,0.52,0
11818,433.83,175.96,86.77,0.87,12118,0.71,0
11622,425.89,173.2,86.72,0.87,11941,0.6,0
10650,407.16,165.62,83.15,0.86,10851,0.62,0
10736,416.8,176.14,78.64,0.89,10930,0.8,0
11893,435.28,176.66,87.11,0.87,12243,0.77,0
11866,436.13,176.12,87.79,0.87,12210,0.62,0
11168,440.86,182.78,79.53,0.9,11628,0.55,0
12405,437.09,178.09,89.96,0.86,12615,0.81,0
11327,415.82,171.68,84.5,0.87,11497,0.8,0
11533,424.57,174.21,85.42,0.87,11773,0.74,0
11658,424.53,170.77,88.25,0.86,11963,0.68,0
13259,464.41,198.21,85.82,0.9,13445,0.58,0
12031,446.99,178.59,88.84,0.87,12425,0.58,0
10924,414.31,170.81,82.64,0.88,11171,0.67,0
13388,466.46,191.94,90.37,0.88,13644,0.75,0
12723,460.88,185.75,89.17,0.88,13302,0.67,0
12190,440.68,185.86,83.89,0.89,12349,0.58,0
9778,395.2,168.15,74.5,0.9,9956,0.62,0
12994,460.95,195.22,86.21,0.9,13196,0.82,0
12482,448.54,185.09,87.25,0.88,12744,0.59,0
12590,463.78,197.38,82.69,0.91,12880,0.61,0
10369,402.98,159.29,84.89,0.85,10723,0.64,0
10037,395.34,164.24,78.5,0.88,10210,0.76,0
10964,417.99,171.39,82.6,0.88,11247,0.6,0
12024,436.53,182.35,84.88,0.89,12235,0.63,0
9753,402.58,170.61,73.31,0.9,10028,0.56,0
11350,445.91,187.85,78.41,0.91,11771,0.67,0
13693,474.75,198.12,89.03,0.89,14050,0.6,0
12140,441.5,182.43,85.5,0.88,12358,0.59,0
10249,404.09,165.68,80.38,0.87,10486,0.67,0
8813,387.72,164.18,68.99,0.91,9005,0.74,0
11889,426.65,172.27,89.44,0.85,12162,0.61,0
10886,409.74,166.08,84.13,0.86,11055,0.68,0
9772,392.24,164.4,76.18,0.89,9971,0.78,0
11343,416.47,171.68,84.9,0.87,11492,0.73,0
10792,416.63,171.38,81.65,0.88,11037,0.59,0
10788,414.91,169.6,82.25,0.87,11083,0.65,0
11626,420.79,168.47,89.08,0.85,11857,0.64,0
9903,398.67,163.01,79.13,0.87,10152,0.59,0
10445,405.6,167.46,80.5,0.88,10680,0.63,0
9961,397.93,166.01,77.44,0.88,10130,0.63,0
10694,405.68,163.37,84.68,0.86,10891,0.75,0
11719,430.51,175.52,86.51,0.87,12000,0.7,0
12415,445.99,184.37,87.04,0.88,12719,0.66,0
10587,399.64,166.37,81.33,0.87,10723,0.64,0
11725,427.14,174.79,86.76,0.87,11954,0.63,0
11659,429.71,173.35,87.55,0.86,11912,0.61,0
10733,402.42,166.23,82.71,0.87,10876,0.71,0
12215,445.3,180.91,87.41,0.88,12448,0.59,0
10727,420.36,174.38,79.6,0.89,11009,0.67,0
11304,419.18,171.38,84.67,0.87,11504,0.72,0
11321,424.58,174,84.74,0.87,11631,0.62,0
10488,416.61,175.4,77.31,0.9,10720,0.72,0
13002,465.18,191.3,87.92,0.89,13345,0.74,0
11772,434.09,183.59,82.09,0.89,11937,0.65,0
10951,415.14,173.76,81.3,0.88,11116,0.65,0
11639,432.39,178.69,83.95,0.88,11940,0.59,0
11580,428.71,173.49,86.64,0.87,11921,0.75,0
10380,399.18,164.59,80.96,0.87,10630,0.71,0
11329,419.4,173.39,84.35,0.87,11560,0.8,0
11528,433.35,182.11,81.5,0.89,11777,0.79,0
9428,398.92,164.85,74.66,0.89,9760,0.68,0
11480,422.55,171.27,86.84,0.86,11781,0.65,0
10737,414.47,170.46,81.17,0.88,10986,0.61,0
11144,410.34,164.09,87.66,0.85,11378,0.63,0
11696,443.53,186.59,80.95,0.9,11952,0.74,0
11226,413.55,168.53,85.63,0.86,11424,0.77,0
12478,439.22,176.34,91.29,0.86,12754,0.64,0
12756,442.98,177.99,92.23,0.86,13028,0.7,0
11769,426.31,176.11,85.9,0.87,11928,0.79,0
11962,440.55,181.72,85.2,0.88,12283,0.62,0
12734,462.23,188.16,87.74,0.88,13069,0.59,0
10765,413.68,164.8,84.79,0.86,11127,0.61,0
10926,416.22,173.42,80.87,0.88,11113,0.63,0
11080,429.42,175.22,82.18,0.88,11277,0.57,0
10536,412.51,162.72,84.62,0.85,10974,0.69,0
10066,413.28,177.31,73.49,0.91,10262,0.55,0
11398,431.74,179.47,81.84,0.89,11627,0.59,0
11363,416.05,168.44,86.91,0.86,11594,0.63,0
11074,426.52,182.83,77.7,0.91,11291,0.74,0
10612,413.86,169.88,80.9,0.88,10924,0.67,0
10846,418.85,172.21,81.69,0.88,11069,0.68,0
12275,454.69,181.87,87.01,0.88,12709,0.69,0
13111,467.62,193.57,88.07,0.89,13456,0.62,0
11327,423.17,169.3,86.57,0.86,11657,0.72,0
10831,425.6,182.24,76.2,0.91,11017,0.59,0
10878,423.79,179.85,77.8,0.9,11015,0.58,0
11166,414.89,165.74,87.03,0.85,11478,0.67,0
11280,420.1,170.67,85.5,0.87,11582,0.64,0
8810,384.75,164.35,68.9,0.91,8987,0.59,0
12742,446.81,180.02,91.05,0.86,12954,0.79,0
10724,421.7,168.37,83.74,0.87,10988,0.59,0
11277,417.98,166.91,87.67,0.85,11597,0.64,0
11000,413.26,167.33,84.74,0.86,11158,0.79,0
11678,423.68,173.41,86.47,0.87,11839,0.62,0
11679,439.19,181.43,83.53,0.89,11949,0.57,0
10756,420.09,170.64,81.58,0.88,10957,0.59,0
10271,415.54,177.82,74.4,0.91,10422,0.57,0
11740,440.56,181.2,83.46,0.89,12030,0.58,0
10150,405.36,169.1,76.93,0.89,10358,0.64,0
10691,407.09,163.29,84.59,0.86,10921,0.61,0
11756,438.77,184.14,82.27,0.89,11969,0.66,0
12504,445.59,182.38,88.63,0.87,12781,0.8,0
11440,425.82,170.72,87.26,0.86,11750,0.67,0
10943,411.39,171.02,82.06,0.88,11155,0.62,0
12840,454.4,184.82,89.92,0.87,13185,0.73,0
11546,429.52,175.66,84.91,0.88,11757,0.61,0
10774,428.8,179.7,77.92,0.9,11033,0.72,0
11392,427.57,173.08,85.35,0.87,11638,0.6,0
10360,427.33,187.57,70.73,0.93,10525,0.54,0
12075,430.47,176.18,88.51,0.86,12248,0.8,0
10796,410.11,165.73,84.25,0.86,11060,0.68,0
10549,414.45,170.02,80.42,0.88,10868,0.62,0
10950,412.33,166.31,85.3,0.86,11172,0.78,0
11923,437.94,185,83.12,0.89,12093,0.76,0
12181,430.95,177.66,87.5,0.87,12353,0.76,0
10898,414.81,170.24,82.55,0.87,11094,0.6,0
11642,427.96,171.08,87.57,0.86,11946,0.74,0
12170,441.48,181.89,86.58,0.88,12373,0.77,0
11774,433.73,180.28,84.22,0.88,12036,0.8,0
10842,412.75,167.05,84,0.86,11105,0.67,0
11914,430.64,172.01,90.05,0.85,12215,0.72,0
11766,423.98,171.21,88.11,0.86,11954,0.64,0
11293,424.62,178.36,81.41,0.89,11473,0.75,0
10222,423.5,182.8,72.12,0.92,10421,0.82,0
13218,455,182.58,93.24,0.86,13459,0.73,0
10693,408.7,167.52,82.58,0.87,10911,0.74,0
9963,410.08,171.17,75.23,0.9,10251,0.72,0
9028,390.44,165.5,69.94,0.91,9260,0.77,0
10728,415.93,169.27,82,0.87,10996,0.59,0
12558,439.78,173.44,93.4,0.84,12804,0.64,0
12362,448.11,181.04,88.53,0.87,12720,0.63,0
11242,418.65,172.53,83.85,0.87,11409,0.65,0
11969,431.13,177.24,86.84,0.87,12135,0.6,0
10085,412.14,172.96,75.26,0.9,10351,0.7,0
13050,460.82,187.4,89.79,0.88,13379,0.6,0
11618,434.18,179.42,83.35,0.89,11820,0.62,0
11572,418.63,164.12,90.98,0.83,11861,0.66,0
10666,416.42,173.89,78.46,0.89,10825,0.59,0
10182,404.85,168.12,77.89,0.89,10369,0.79,0
9764,390.96,160.23,78.86,0.87,9956,0.65,0
11856,431.86,174.35,88.68,0.86,12188,0.62,0
12060,438.77,177.4,87.38,0.87,12420,0.65,0
11765,429.33,174.33,86.89,0.87,11963,0.61,0
15420,503.46,206.06,96.42,0.88,15800,0.58,0
11101,418.03,169.87,84.65,0.87,11340,0.66,0
10360,408.28,165.73,81.29,0.87,10649,0.79,0
10392,416.49,177.37,75.57,0.9,10559,0.56,0
9359,395.99,168.29,71.11,0.91,9555,0.58,0
10367,413.96,176.57,75.29,0.9,10529,0.56,0
11652,428.81,169.59,89.57,0.85,12067,0.74,0
11211,410.58,162.87,88.59,0.84,11408,0.64,0
11525,433.78,184.42,80.17,0.9,11697,0.61,0
10908,415,174.45,80.56,0.89,11062,0.75,0
12444,445.87,183.35,87.91,0.88,12630,0.6,0
10442,407.28,166.14,81.04,0.87,10668,0.66,0
13672,467.95,183.56,97.47,0.85,14027,0.62,0
11297,418.95,172.97,84.43,0.87,11482,0.62,0
12075,434.66,179.2,86.49,0.88,12229,0.6,0
11274,425.05,173.38,83.83,0.88,11526,0.65,0
11458,418.86,169.07,87.52,0.86,11668,0.76,0
11675,429.13,173.42,86.83,0.87,11888,0.74,0
11048,424.27,169.52,84.78,0.87,11419,0.69,0
12624,451.76,188.24,86.36,0.89,12878,0.81,0
11540,427.52,172.79,86.44,0.87,11765,0.61,0
12531,459.31,192.82,84.03,0.9,12846,0.56,0
11480,432.82,174.96,85.09,0.87,11833,0.59,0
11815,430.11,177.8,85.68,0.88,11993,0.71,0
12469,446.84,191.39,83.25,0.9,12625,0.59,0
11363,419.45,170.07,86.51,0.86,11699,0.69,0
12661,436.92,174.83,93.08,0.85,12898,0.7,0
11069,419.64,170.6,83.61,0.87,11333,0.66,0
9843,383.12,154.95,81.36,0.85,10024,0.7,0
12058,445.83,184.83,84.5,0.89,12308,0.7,0
12287,444.17,181.92,87.74,0.88,12508,0.65,0
11693,424.5,176.02,84.99,0.88,11842,0.61,0
11341,437.57,181.9,80.58,0.9,11669,0.77,0
12960,460.87,191.52,86.8,0.89,13211,0.59,0
12172,433.6,174.3,90.69,0.85,12401,0.64,0
12396,443.15,184.8,86.47,0.88,12546,0.59,0
12203,442.6,184.24,85.57,0.89,12418,0.8,0
13049,469.54,196.47,85.99,0.9,13409,0.73,0
12507,458.65,184.42,88.1,0.88,12877,0.58,0
10499,403.28,162.46,83.76,0.86,10749,0.74,0
11543,431.76,179.6,82.52,0.89,11786,0.6,0
12311,450.33,194.45,81.32,0.91,12441,0.56,0
10563,408.97,167.47,81.03,0.88,10782,0.62,0
12683,448.64,186.16,87.56,0.88,12847,0.59,0
12665,445.66,186.28,87.29,0.88,12811,0.71,0
13818,467.9,189.28,94.48,0.87,14142,0.62,0
12771,449.26,190.36,85.93,0.89,12939,0.78,0
12213,450.22,188.32,83.72,0.9,12447,0.72,0
11875,429.95,173.69,88.04,0.86,12128,0.78,0
11846,437.35,182.63,82.91,0.89,12019,0.58,0
11952,443.49,181.77,85.33,0.88,12224,0.59,0
10919,413.08,167.13,84.22,0.86,11120,0.64,0
12023,442.33,181.18,85.41,0.88,12282,0.6,0
11953,443.52,183.43,84.55,0.89,12283,0.57,0
12544,442.17,178.02,90.76,0.86,12835,0.77,0
12045,438.39,182.44,85.04,0.88,12276,0.73,0
12076,452.54,188.36,82.79,0.9,12367,0.71,0
11773,433.98,174.72,87.27,0.87,12005,0.61,0
11939,437.73,178.9,86.44,0.88,12204,0.64,0
10191,419.58,174.73,75.53,0.9,10470,0.63,0
12406,449.71,188.51,84.52,0.89,12602,0.8,0
12249,456.25,188.55,84.38,0.89,12578,0.65,0
11394,416.16,167.27,88.11,0.85,11543,0.78,0
11732,433.86,173.96,86.97,0.87,12054,0.63,0
10260,417,172.99,76.91,0.9,10527,0.59,0
11808,431.46,176.3,85.56,0.87,12006,0.62,0
12235,443.46,187.66,83.75,0.89,12442,0.66,0
12084,433.51,171.52,91.33,0.85,12356,0.7,0
10873,416.04,170.91,82.1,0.88,11085,0.65,0
12906,461.2,191.54,86.73,0.89,13272,0.74,0
12539,442.3,178.6,90.33,0.86,12790,0.73,0
11343,420.72,173.51,83.83,0.88,11512,0.61,0
10613,423.33,172.11,79.71,0.89,10881,0.59,0
11659,429.08,171.01,87.79,0.86,12017,0.63,0
12671,448.84,180.47,90.7,0.86,12963,0.66,0
10304,416.56,174.27,76.18,0.9,10541,0.61,0
10928,410.94,171.75,81.39,0.88,11132,0.61,0
12385,444.68,177.64,90.33,0.86,12724,0.74,0
11682,423.37,168.4,89.37,0.85,11963,0.72,0
13043,442.5,173.8,96.7,0.83,13278,0.65,0
11116,419.71,173.08,82.32,0.88,11335,0.6,0
12569,454.1,192.09,83.94,0.9,12811,0.57,0
11081,414.08,169.01,84.33,0.87,11289,0.79,0
11813,430.26,172.57,88.03,0.86,12088,0.72,0
13111,457.02,188.33,90.13,0.88,13323,0.78,0
13400,468.23,187.63,92.69,0.87,13756,0.6,0
11154,427.22,174.32,82.18,0.88,11506,0.61,0
10236,398.54,160.85,82.49,0.86,10392,0.8,0
11342,429.78,179.14,81.87,0.89,11532,0.58,0
12445,440.58,184.66,86.31,0.88,12597,0.67,0
10737,412.31,165.55,83.92,0.86,11017,0.61,0
10897,420.55,168.12,83.56,0.87,11174,0.64,0
8499,370.45,156.07,70.63,0.89,8648,0.76,0
12231,450.56,187.54,84.04,0.89,12504,0.71,0
10841,419.1,166.87,84.3,0.86,11258,0.69,0
10023,413.2,173.62,74.24,0.9,10221,0.58,0
12959,455.27,181.21,92.45,0.86,13375,0.62,0
11219,433.71,180.32,80.25,0.9,11485,0.7,0
12759,455.32,188.19,87.08,0.89,13082,0.68,0
12091,436.28,180.93,85.88,0.88,12303,0.62,0
12263,444.95,180.22,87.55,0.87,12478,0.6,0
11537,428.39,177.81,83.65,0.88,11733,0.74,0
11601,416.65,165.78,89.9,0.84,11782,0.65,0
10984,421.96,170.87,83.76,0.87,11201,0.7,0
11065,416.08,172.18,82.18,0.88,11222,0.62,0
11179,418.71,171.11,84.57,0.87,11440,0.74,0
12188,435.86,182.03,85.78,0.88,12363,0.77,0
11338,420.79,177.27,82.14,0.89,11481,0.82,0
11718,427.15,164.75,93.13,0.82,12155,0.72,0
11280,421.68,170.83,85.06,0.87,11510,0.61,0
10841,413.46,170.96,81.67,0.88,11070,0.65,0
10020,411.61,177.47,72.44,0.91,10217,0.55,0
11490,421.17,167.71,88.56,0.85,11793,0.76,0
10588,404.32,163.66,83.97,0.86,10756,0.61,0
12303,439.34,184.3,85.29,0.89,12468,0.6,0
12120,439.71,181.7,85.99,0.88,12335,0.6,0
